"comment","title","text_number","topic","year","month","yyyy","mm"
"패드 수업 괜찮으면 윙ㅋ 무료 체험 해보세요 ~
보면서 하니깐 생각 보다 이해를 쉽게 하더라고요 지면 도 오니깐 풀어 보고 하는데 좋더라고요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"여러가지 체험해보세요. 저는 몇가지해보고 윙크해주고 있는데 패드학습이지만 매달 지면학습지도와서 같이 해주니 좋더라구요. 아이가 집중해서 잘보니 공부하는 습관도 잡히고 학습효과도 좋네요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"챗드려요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"밀크티 괜찮습니다. 무료체험도 할수 있으니 한번 해보세요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"밀ㅋ티 관리선생님이 따로 계셔서 아이 학습에 관한 상담이나 공부스케줄 조절해줘서 좋아요.
교과연계도 좋으니까 학기별로 보내주는 지면학습지랑 병행하면서 공부하고 있어요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"초1 수학 학습지이라면 아이 1:1 맞춤학습이 가능한 AI수학이나 아이캔두 딱 2가지 추천드려요^^ 7일 무료체험만 하셔도 좋아요~ 체험링크 보내드릴까요??","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"학원 따로 안보내고 구몬이랑 회화공부로 연필영*에서 화상영어하는데 괜찮네요 학습지는 경험상 브랜드보다 담당쌤이 더중요한것 같아요~","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"챗드렸어요","구몬이나 눈높이등 학습지 추천해주세요","5728445","초등 밀크티","2022","02","2022","02"
"챗드려요!!","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"챗드릴께요 ~
다른거 추천해도 되면 약정없이 평생공부하는 하프스터디요~","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"전 윙ㅋ요 패드로 일일학습하고 지면으로 저랑같이하는데 일일학습 꾸준히하고있어요 반복할수있고 주말에도 복습하고요 홈스쿨링으로 편하게 해줘요","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"저는 윙ㅋ로 한글떼고 기초학습잡아주고 있어요 2년동안 잘하고 있고 자기주도학습도 생기고요 아이에레 맞춰서 단계조정도 하고 만족하네요","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"저도 비교해보고 윙ㅋ하는데요 한글수학영어 3과목 종합반 하고잇어요
스케쥴대로 봐주니 편하기도 하고 아이도 재밌게 잘하네요 교재도 다달이 와서 활용 잘해주고 있어요","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"7세 속성초단기한글 쳇드립니다","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"챗드려요","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"초등 교육까지 생각을 해야한다면 밀크@가 좋아요~
교과연계가 좋으니까 아이 수준에 맞게 단계 조절하면서 공부하면
공부습관 잡히는게 눈에 보여서 좋더라고요.
글쓰기는 패드랑 학기별로 지면학습지도 보내줘서 병행하면서
공부하기 좋아요~","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"몇개 체험해보세용ㅋㅋ 패드도 좋지만 저는 지면도 보내주는게 좋아서 ㅇㅋ하고있어요. 집에서만 있다보니 다른걸 하는것보다 패드보고학습하니 만족해요ㅋ","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"먼저 체험 가능한거는 다 해보세요~! 아이한테 맞는게 있는데 갠적으로 저희애들은 ㅇ크 놀이처럼 퀴즈풀고 게임도 하니 재밌어하더라구요 ㅇ크는 지인추천링크로 신청하시면 선물이랑 가입할때 할인 되니 혜택 챙길 수 있는건 받으시구요~~","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"제딸두 윙크시작하고 한글읽고 숫자세는데 관심이 많아졋어요 ㅋㅋㅋㅋㅋ 학습기있으니 확실히 유튜브도 적게보구요 ㅎㅎㅎ 윙크 무료체험 해보셔요 !!!!! 무료체험만 하셔두 선물받으시구 정회원되면 할인도 받을수잇어용 ㅎㅎㅎ","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"저는 밀ㅋT해보시는거 추천드려요
무료체험때문에 한번 진행해봤는데 나쁘지않더라고요
우선 완전히 비대면으로 시작하게되니 (태블릿이랑 교재도 집으로 보내줘요) 외부손님온다고 바쁘거나 불안할필요도 없구요 딴거보다 애들이 재밌어하면서 수업 잘 따라가는거 보니 잘시켜줬단생각들어요","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"지금은 밀크*패드학습이랑 회화로 연필영*에서 화상영어하고 있는데 초등전에는 윙*했었어요~ 아이마다 다르니 몇곳에서 체험해보고 결정해보세요~","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"비상 와캠 개뼈노트!! 함 고려해보세용!!😍🥰","7세 학습지(패드ㅇ) 추천받아요","5726871","초등 밀크티","2022","02","2022","02"
"전 윙ㅋ해줘요 방문조심스러워요ㅜㅜ일일학습 꾸준히하니 학습습관잡혔어요 기초부터 재미있게 배우니 홈스쿨링으로 괜찮아요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"요즘은 다 패드학습지많이해서 저도 첫째에 이어 둘째도 윙크해주고있어요~ 패드도잘보고 지면도 잘하고있어서 학습도움도많이되요 체험해보고 결정하심좋을것같아요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"집에서 방문시키다가 윙ㅋ하는데 저희아이 6세됐는데 한글읽네요~ 재미나게해서 좋아요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"5세 윙ㅋ로 하기에 좋아요 놀이식으로 학습하면허 매달오는 지면학습지로 홈스쿨하니 아이가 흥미잃지 않고 꾸준히 하더라고요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"ㅇㅋ 광고 많아요~ 잘 거르세요 ㅎ","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"저도 얼마전에 지면학습지 알아보고 체험 여러곳 해봣는데요~ 좀더 일찍 알아봣더라면(4,5세 정도) 한솔 놀이식 교육을 시켜보고싶더라구요ㅎ한번 여러군데 체험해보세요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"5 세 말부터 학스지 시켰는데 ~
유치원 가니 확실히 아이들이 학습지를 많이 하긴 하더라고요 저는 체험 해 보고 아이가 패드 수업을 좋아 해서 윙ㅋ 로 했어요
아이가 좋아 하는 만큼 꾸주히 하긴 하더라규요 ~","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"저희 첫째는 5세 11월에 학습지 시작했어요. 보통 2년 약정하니까 초등 가면서 다른것들 비교해보고 결정하기 좋더라고요. 두찌도 올해 5세인데 후반에 할까합니닷~~~","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"약정이런거두 잘알아보구 계약하세용 ㅜㅜ 하다가 맘에안들어 해지하고픟때 위약금이커요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"윙ㅋ 광고 엄청 많은듯해요 ㅠ
저도 학습지 알아보던 중인데 진짜 뭐가 좋을지 고민이네요 ㅠㅠㅠㅠ","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"저도요 지금 고민중이에요 ㅜㅜ 윙ㅋ 괜찮던데 광고성이라니 좀 망설어지네요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"여러곳이 있으니 우선 무료 체험부터 해보시고, 아이한테 맞는게 우선인거같아요~","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"세돌 훨씬 전 부터 관심 가지길래 집에서 자석칠판에 알파벳 숫자 자음 모음 자석으로 놀이하다가 워크북 사서 해주다가 38개월 부터 ㅇㅋ 시작했는데 50개월 지금까지 혼자 척척 잘해요 ㅠㅠ 저녁 밥 할 때 혼자 다 보고 밥먹고 나서 같이 학습지 해주면 딱이에용! 따로 가르치지도 않았는데 책 읽어요
패드 학습지 다 무료체험 해보고 결정한건데 다른 곳은 그냥 갤럭시탭에 케이스만 끼워놓은 느낌이라 별로기도 하고 누르는게 어려워용 .. 그리고 ㅇㅋ가 지면학습지가 다른 곳 보다 퀄리티가 넘 좋다고 생각해용 .. 커리큘럼은 하면 할수록 잘 되어 있다고 느끼구요 다른 곳 하시더라도 꼭 ㅇㅋ 무료체험 해보고 다른 곳 결정하세용!","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"저는 첫찌는 25갤에 빨간펜부터시작했는데 약정의압박과 책사라는 강요 영업이심해서 첫찌6살에 눈높이로갈아탔어요 자연스럽게 둘찌도4살30갤쯤부터 눈높이하는데 엄청재밌어하고 선생님오는닌만기다리네요ㅎㅎ","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"저희는 밀크티아이 하고 있어요 ㅎㅎ 놀이식으로 되어 있어서 아이도 재밌게 하는 편이고 지면 학습지도 분기마다 와서 복습 개념으로 병행해주고 있구요 아이마다 성향이 달라서 무료체험 받아보시는거 추천해요~","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"윙*하면서 집중잘하게 되었어요~패드수업도 그렇지만 지면학습지도 같이오니 더 좋아하더라구요","5세 올해 유치원 가는데 학습지 추천해 주세요😍😍","5723421","초등 밀크티","2022","02","2022","02"
"아니요 6세 해보고 바로 회수 해 보내요 눈 나빠질 것 같고 내용도 너무 장난스럽 ㅠㅠ 7세면 서점 같이 가서 재미난 문제집 사서 한장씩 하는 것도 추천 드려요","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"진짜요?ㅠㅠ 솔직한평가 감사해요🙏🏻🙏🏻","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"안그래도 너무미디어중독인데ㅠㅠ","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"유천v아들둘맘놀이공부로 좋긴하지만 그냥 문제집이나 종이학습지가 좋을거같아요~!","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"칠곡 쭈맘혹시 학습지하시는건있나요?ㅠㅠ","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"유천v아들둘맘아니요 전 제가직접 문제집사서 하고있어요~","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
"올해8살인데 밀크티시작한지 얼마안됏어요~ 애도앤데 엄마도 습관이잡히는거같아요.. 저두 영사소개받아서 가입햇는데 혜택좋앗어요","밀크T수업 추천하시나요","5722740","초등 밀크티","2022","02","2022","02"
